Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
3 10 2014,7:30 pm,Toronto Raptors,97,Brooklyn Nets,101,Box Score,,
3 10 2014,7:00 pm,Denver Nuggets,98,Charlotte Bobcats,105,Box Score,,
3 10 2014,10:30 pm,Phoenix Suns,105,Los Angeles Clippers,112,Box Score,,
3 10 2014,7:30 pm,Washington Wizards,90,Miami Heat,99,Box Score,,
3 10 2014,8:00 pm,Orlando Magic,98,Milwaukee Bucks,105,Box Score,,
3 10 2014,7:30 pm,Philadelphia 76ers,110,New York Knicks,123,Box Score,,
3 10 2014,9:00 pm,Atlanta Hawks,112,Utah Jazz,110,Box Score,,
3 11 2014,8:00 pm,San Antonio Spurs,104,Chicago Bulls,96,Box Score,,
3 11 2014,7:30 pm,Sacramento Kings,89,Detroit Pistons,99,Box Score,,
3 11 2014,10:30 pm,Dallas Mavericks,85,Golden State Warriors,108,Box Score,,
3 11 2014,7:00 pm,Boston Celtics,83,Indiana Pacers,94,Box Score,,
3 11 2014,8:00 pm,Portland Trail Blazers,99,Memphis Grizzlies,109,Box Score,,
3 11 2014,8:00 pm,Milwaukee Bucks,101,Minnesota Timberwolves,112,Box Score,,
3 11 2014,8:00 pm,Houston Rockets,98,Oklahoma City Thunder,106,Box Score,,
3 12 2014,7:30 pm,New York Knicks,116,Boston Celtics,92,Box Score,,
3 12 2014,10:30 pm,Golden State Warriors,98,Los Angeles Clippers,111,Box Score,,
3 12 2014,7:00 pm,Brooklyn Nets,96,Miami Heat,95,Box Score,,
3 12 2014,8:00 pm,Memphis Grizzlies,90,New Orleans Pelicans,88,Box Score,,
3 12 2014,7:00 pm,Denver Nuggets,120,Orlando Magic,112,Box Score,,
3 12 2014,7:00 pm,Sacramento Kings,115,Philadelphia 76ers,98,Box Score,,
3 12 2014,10:00 pm,Cleveland Cavaliers,110,Phoenix Suns,101,Box Score,,
3 12 2014,9:30 pm,Portland Trail Blazers,90,San Antonio Spurs,103,Box Score,,
3 12 2014,7:00 pm,Detroit Pistons,87,Toronto Raptors,101,Box Score,,
3 12 2014,9:00 pm,Dallas Mavericks,108,Utah Jazz,101,Box Score,,
3 12 2014,7:00 pm,Charlotte Bobcats,98,Washington Wizards,85,Box Score,,
3 13 2014,7:30 pm,Milwaukee Bucks,97,Atlanta Hawks,102,Box Score,,
3 13 2014,7:00 pm,Houston Rockets,87,Chicago Bulls,111,Box Score,,
3 13 2014,9:30 pm,Los Angeles Lakers,102,Oklahoma City Thunder,131,Box Score,,
3 14 2014,7:30 pm,Phoenix Suns,87,Boston Celtics,80,Box Score,,
3 14 2014,7:00 pm,Minnesota Timberwolves,93,Charlotte Bobcats,105,Box Score,,
3 14 2014,10:30 pm,Cleveland Cavaliers,103,Golden State Warriors,94,Box Score,,
3 14 2014,7:30 pm,Denver Nuggets,111,Miami Heat,107,Box Score,,
3 14 2014,8:00 pm,Portland Trail Blazers,111,New Orleans Pelicans,103,Box Score,,
3 14 2014,7:00 pm,Washington Wizards,105,Orlando Magic,101,Box Score,OT,
3 14 2014,7:00 pm,Indiana Pacers,101,Philadelphia 76ers,94,Box Score,,
3 14 2014,8:30 pm,Los Angeles Lakers,85,San Antonio Spurs,119,Box Score,,
3 14 2014,7:00 pm,Memphis Grizzlies,86,Toronto Raptors,99,Box Score,,
3 14 2014,9:00 pm,Los Angeles Clippers,96,Utah Jazz,87,Box Score,,
3 15 2014,7:30 pm,Denver Nuggets,92,Atlanta Hawks,97,Box Score,,
3 15 2014,8:00 pm,Sacramento Kings,87,Chicago Bulls,94,Box Score,,
3 15 2014,7:30 pm,Indiana Pacers,112,Detroit Pistons,104,Box Score,OT,
3 15 2014,12:00 am,Milwaukee Bucks,94,New York Knicks,115,Box Score,,
3 15 2014,7:30 pm,Memphis Grizzlies,103,Philadelphia 76ers,77,Box Score,,
3 15 2014,7:00 pm,Brooklyn Nets,94,Washington Wizards,101,Box Score,,
3 16 2014,9:30 pm,Cleveland Cavaliers,80,Los Angeles Clippers,102,Box Score,,
3 16 2014,3:30 pm,Houston Rockets,104,Miami Heat,113,Box Score,,
3 16 2014,1:00 pm,Charlotte Bobcats,101,Milwaukee Bucks,92,Box Score,,
3 16 2014,7:00 pm,Sacramento Kings,102,Minnesota Timberwolves,104,Box Score,,
3 16 2014,6:00 pm,Boston Celtics,120,New Orleans Pelicans,121,Box Score,OT,
3 16 2014,7:00 pm,Dallas Mavericks,109,Oklahoma City Thunder,86,Box Score,,
3 16 2014,9:00 pm,Golden State Warriors,113,Portland Trail Blazers,112,Box Score,,
3 16 2014,7:00 pm,Utah Jazz,104,San Antonio Spurs,122,Box Score,,
3 16 2014,1:00 pm,Phoenix Suns,121,Toronto Raptors,113,Box Score,,
3 17 2014,7:30 pm,Phoenix Suns,95,Brooklyn Nets,108,Box Score,,
3 17 2014,7:00 pm,Atlanta Hawks,97,Charlotte Bobcats,83,Box Score,,
3 17 2014,8:00 pm,Oklahoma City Thunder,97,Chicago Bulls,85,Box Score,,
3 17 2014,8:30 pm,Boston Celtics,89,Dallas Mavericks,94,Box Score,,
3 17 2014,10:30 pm,Los Angeles Clippers,100,Denver Nuggets,110,Box Score,,
3 17 2014,8:00 pm,Utah Jazz,86,Houston Rockets,124,Box Score,,
3 17 2014,7:00 pm,Philadelphia 76ers,90,Indiana Pacers,99,Box Score,,
3 18 2014,7:30 pm,Toronto Raptors,113,Atlanta Hawks,118,Box Score,OT,
3 18 2014,7:00 pm,Miami Heat,100,Cleveland Cavaliers,96,Box Score,,
3 18 2014,10:30 pm,Orlando Magic,89,Golden State Warriors,103,Box Score,,
3 18 2014,10:00 pm,Milwaukee Bucks,115,Portland Trail Blazers,120,Box Score,OT,
3 18 2014,10:00 pm,Washington Wizards,111,Sacramento Kings,117,Box Score,OT,
3 19 2014,7:30 pm,Miami Heat,96,Boston Celtics,101,Box Score,,
3 19 2014,7:30 pm,Charlotte Bobcats,99,Brooklyn Nets,104,Box Score,,
3 19 2014,8:30 pm,Minnesota Timberwolves,123,Dallas Mavericks,122,Box Score,OT,
3 19 2014,9:00 pm,Detroit Pistons,109,Denver Nuggets,118,Box Score,,
3 19 2014,10:30 pm,San Antonio Spurs,125,Los Angeles Lakers,109,Box Score,,
3 19 2014,8:00 pm,Utah Jazz,86,Memphis Grizzlies,96,Box Score,,
3 19 2014,8:00 pm,Toronto Raptors,107,New Orleans Pelicans,100,Box Score,,
3 19 2014,8:00 pm,Indiana Pacers,86,New York Knicks,92,Box Score,,
3 19 2014,7:00 pm,Chicago Bulls,102,Philadelphia 76ers,94,Box Score,,
3 19 2014,10:00 pm,Orlando Magic,93,Phoenix Suns,109,Box Score,,
3 20 2014,7:00 pm,Oklahoma City Thunder,102,Cleveland Cavaliers,95,Box Score,,
3 20 2014,10:30 pm,Milwaukee Bucks,110,Golden State Warriors,115,Box Score,,
3 20 2014,8:00 pm,Minnesota Timberwolves,106,Houston Rockets,129,Box Score,,
3 20 2014,10:00 pm,Washington Wizards,103,Portland Trail Blazers,116,Box Score,,
3 21 2014,7:30 pm,New Orleans Pelicans,111,Atlanta Hawks,105,Box Score,,
3 21 2014,7:30 pm,Boston Celtics,98,Brooklyn Nets,114,Box Score,,
3 21 2014,8:30 pm,Denver Nuggets,106,Dallas Mavericks,122,Box Score,,
3 21 2014,7:00 pm,Chicago Bulls,79,Indiana Pacers,91,Box Score,,
3 21 2014,10:30 pm,Washington Wizards,117,Los Angeles Lakers,107,Box Score,,
3 21 2014,7:30 pm,Memphis Grizzlies,86,Miami Heat,91,Box Score,,
3 21 2014,7:00 pm,New York Knicks,93,Philadelphia 76ers,92,Box Score,,
3 21 2014,10:00 pm,Detroit Pistons,92,Phoenix Suns,98,Box Score,,
3 21 2014,10:00 pm,San Antonio Spurs,99,Sacramento Kings,79,Box Score,,
3 21 2014,7:00 pm,Oklahoma City Thunder,119,Toronto Raptors,118,Box Score,2OT,
3 22 2014,7:00 pm,Portland Trail Blazers,94,Charlotte Bobcats,124,Box Score,,
3 22 2014,8:00 pm,Philadelphia 76ers,81,Chicago Bulls,91,Box Score,,
3 22 2014,7:30 pm,Houston Rockets,118,Cleveland Cavaliers,111,Box Score,,
3 22 2014,10:30 pm,San Antonio Spurs,99,Golden State Warriors,90,Box Score,,
3 22 2014,10:30 pm,Detroit Pistons,103,Los Angeles Clippers,112,Box Score,,
3 22 2014,8:00 pm,Indiana Pacers,71,Memphis Grizzlies,82,Box Score,,
3 22 2014,8:00 pm,Miami Heat,95,New Orleans Pelicans,105,Box Score,,
3 22 2014,9:00 pm,Orlando Magic,88,Utah Jazz,89,Box Score,,
3 23 2014,7:30 pm,Brooklyn Nets,107,Dallas Mavericks,104,Box Score,OT,
3 23 2014,5:00 pm,Washington Wizards,102,Denver Nuggets,105,Box Score,,
3 23 2014,9:30 pm,Orlando Magic,94,Los Angeles Lakers,103,Box Score,,
3 23 2014,3:30 pm,Phoenix Suns,127,Minnesota Timberwolves,120,Box Score,,
3 23 2014,7:30 pm,Cleveland Cavaliers,106,New York Knicks,100,Box Score,,
3 23 2014,6:00 pm,Milwaukee Bucks,107,Sacramento Kings,124,Box Score,,
3 23 2014,1:00 pm,Atlanta Hawks,86,Toronto Raptors,96,Box Score,,
3 24 2014,7:30 pm,Phoenix Suns,102,Atlanta Hawks,95,Box Score,,
3 24 2014,7:00 pm,Houston Rockets,100,Charlotte Bobcats,89,Box Score,,
3 24 2014,8:00 pm,Indiana Pacers,77,Chicago Bulls,89,Box Score,,
3 24 2014,10:30 pm,Milwaukee Bucks,98,Los Angeles Clippers,106,Box Score,,
3 24 2014,8:00 pm,Minnesota Timberwolves,92,Memphis Grizzlies,109,Box Score,,
3 24 2014,7:30 pm,Portland Trail Blazers,91,Miami Heat,93,Box Score,,
3 24 2014,8:00 pm,Brooklyn Nets,104,New Orleans Pelicans,109,Box Score,OT,
3 24 2014,8:00 pm,Denver Nuggets,96,Oklahoma City Thunder,117,Box Score,,
3 24 2014,8:30 pm,Philadelphia 76ers,91,San Antonio Spurs,113,Box Score,,
3 24 2014,9:00 pm,Detroit Pistons,114,Utah Jazz,94,Box Score,,
3 25 2014,7:00 pm,Toronto Raptors,100,Cleveland Cavaliers,102,Box Score,,
3 25 2014,8:00 pm,Oklahoma City Thunder,119,Dallas Mavericks,128,Box Score,OT,
3 25 2014,10:30 pm,New York Knicks,96,Los Angeles Lakers,127,Box Score,,
3 25 2014,7:00 pm,Portland Trail Blazers,85,Orlando Magic,95,Box Score,,
3 26 2014,7:30 pm,Toronto Raptors,99,Boston Celtics,90,Box Score,,
3 26 2014,7:00 pm,Brooklyn Nets,111,Charlotte Bobcats,116,Box Score,OT,
3 26 2014,7:30 pm,Cleveland Cavaliers,97,Detroit Pistons,96,Box Score,,
3 26 2014,8:00 pm,Miami Heat,83,Indiana Pacers,84,Box Score,,
3 26 2014,8:00 pm,Atlanta Hawks,83,Minnesota Timberwolves,107,Box Score,,
3 26 2014,8:00 pm,Los Angeles Clippers,96,New Orleans Pelicans,98,Box Score,,
3 26 2014,10:00 pm,New York Knicks,107,Sacramento Kings,99,Box Score,,
3 26 2014,8:30 pm,Denver Nuggets,103,San Antonio Spurs,108,Box Score,,
3 26 2014,10:30 pm,Memphis Grizzlies,91,Utah Jazz,87,Box Score,,
3 26 2014,7:00 pm,Phoenix Suns,99,Washington Wizards,93,Box Score,,
3 27 2014,7:30 pm,Portland Trail Blazers,100,Atlanta Hawks,85,Box Score,,
3 27 2014,8:30 pm,Los Angeles Clippers,109,Dallas Mavericks,103,Box Score,,
3 27 2014,8:00 pm,Philadelphia 76ers,98,Houston Rockets,120,Box Score,,
3 27 2014,8:00 pm,Los Angeles Lakers,105,Milwaukee Bucks,108,Box Score,,
3 28 2014,7:30 pm,Cleveland Cavaliers,97,Brooklyn Nets,108,Box Score,,
3 28 2014,8:00 pm,Portland Trail Blazers,91,Chicago Bulls,74,Box Score,,
3 28 2014,9:00 pm,San Antonio Spurs,133,Denver Nuggets,102,Box Score,,
3 28 2014,7:30 pm,Miami Heat,110,Detroit Pistons,78,Box Score,,
3 28 2014,10:30 pm,Memphis Grizzlies,93,Golden State Warriors,100,Box Score,,
3 28 2014,8:00 pm,Los Angeles Lakers,107,Minnesota Timberwolves,143,Box Score,,
3 28 2014,8:00 pm,Utah Jazz,95,New Orleans Pelicans,102,Box Score,,
3 28 2014,8:00 pm,Sacramento Kings,81,Oklahoma City Thunder,94,Box Score,,
3 28 2014,7:00 pm,Charlotte Bobcats,105,Orlando Magic,110,Box Score,OT,
3 28 2014,10:00 pm,New York Knicks,88,Phoenix Suns,112,Box Score,,
3 28 2014,7:00 pm,Boston Celtics,103,Toronto Raptors,105,Box Score,,
3 28 2014,7:00 pm,Indiana Pacers,78,Washington Wizards,91,Box Score,,
3 29 2014,8:30 pm,Sacramento Kings,100,Dallas Mavericks,103,Box Score,,
3 29 2014,8:00 pm,Los Angeles Clippers,118,Houston Rockets,107,Box Score,,
3 29 2014,8:30 pm,Miami Heat,88,Milwaukee Bucks,67,Box Score,,
3 29 2014,7:30 pm,Detroit Pistons,98,Philadelphia 76ers,123,Box Score,,
3 29 2014,8:30 pm,New Orleans Pelicans,80,San Antonio Spurs,96,Box Score,,
3 29 2014,8:00 pm,Atlanta Hawks,97,Washington Wizards,101,Box Score,,
3 30 2014,7:00 pm,Chicago Bulls,107,Boston Celtics,102,Box Score,,
3 30 2014,6:00 pm,Minnesota Timberwolves,99,Brooklyn Nets,114,Box Score,,
3 30 2014,3:00 pm,Indiana Pacers,76,Cleveland Cavaliers,90,Box Score,,
3 30 2014,9:00 pm,New York Knicks,89,Golden State Warriors,84,Box Score,,
3 30 2014,9:30 pm,Phoenix Suns,99,Los Angeles Lakers,115,Box Score,,
3 30 2014,3:00 pm,Utah Jazz,96,Oklahoma City Thunder,116,Box Score,,
3 30 2014,6:00 pm,Toronto Raptors,98,Orlando Magic,93,Box Score,,
3 30 2014,9:00 pm,Memphis Grizzlies,98,Portland Trail Blazers,105,Box Score,,
3 31 2014,7:30 pm,Philadelphia 76ers,95,Atlanta Hawks,103,Box Score,,
3 31 2014,7:00 pm,Washington Wizards,94,Charlotte Bobcats,100,Box Score,,
3 31 2014,8:00 pm,Boston Celtics,80,Chicago Bulls,94,Box Score,,
3 31 2014,9:00 pm,Memphis Grizzlies,94,Denver Nuggets,92,Box Score,,
3 31 2014,7:30 pm,Milwaukee Bucks,111,Detroit Pistons,116,Box Score,,
3 31 2014,7:00 pm,San Antonio Spurs,103,Indiana Pacers,77,Box Score,,
3 31 2014,7:30 pm,Toronto Raptors,83,Miami Heat,93,Box Score,,
3 31 2014,8:00 pm,Los Angeles Clippers,114,Minnesota Timberwolves,104,Box Score,,
3 31 2014,8:00 pm,Sacramento Kings,102,New Orleans Pelicans,97,Box Score,,
3 31 2014,9:00 pm,New York Knicks,92,Utah Jazz,83,Box Score,,
4 1 2014,8:00 pm,Houston Rockets,96,Brooklyn Nets,105,Box Score,,
4 1 2014,8:30 pm,Golden State Warriors,122,Dallas Mavericks,120,Box Score,OT,
4 1 2014,10:30 pm,Portland Trail Blazers,124,Los Angeles Lakers,112,Box Score,,
4 2 2014,7:30 pm,Chicago Bulls,105,Atlanta Hawks,92,Box Score,,
4 2 2014,9:00 pm,New Orleans Pelicans,107,Denver Nuggets,137,Box Score,,
4 2 2014,7:00 pm,Detroit Pistons,94,Indiana Pacers,101,Box Score,,
4 2 2014,7:30 pm,Milwaukee Bucks,77,Miami Heat,96,Box Score,,
4 2 2014,8:00 pm,Memphis Grizzlies,88,Minnesota Timberwolves,102,Box Score,,
4 2 2014,7:00 pm,Brooklyn Nets,81,New York Knicks,110,Box Score,,
4 2 2014,7:00 pm,Cleveland Cavaliers,119,Orlando Magic,98,Box Score,,
4 2 2014,7:00 pm,Charlotte Bobcats,123,Philadelphia 76ers,93,Box Score,,
4 2 2014,10:00 pm,Los Angeles Clippers,112,Phoenix Suns,108,Box Score,,
4 2 2014,10:00 pm,Los Angeles Lakers,102,Sacramento Kings,107,Box Score,,
4 2 2014,8:30 pm,Golden State Warriors,90,San Antonio Spurs,111,Box Score,,
4 2 2014,7:00 pm,Houston Rockets,103,Toronto Raptors,107,Box Score,,
4 2 2014,7:00 pm,Boston Celtics,92,Washington Wizards,118,Box Score,,
4 3 2014,10:30 pm,Dallas Mavericks,113,Los Angeles Clippers,107,Box Score,,
4 3 2014,8:00 pm,San Antonio Spurs,94,Oklahoma City Thunder,106,Box Score,,
4 4 2014,7:30 pm,Cleveland Cavaliers,98,Atlanta Hawks,117,Box Score,,
4 4 2014,7:30 pm,Philadelphia 76ers,111,Boston Celtics,102,Box Score,,
4 4 2014,7:30 pm,Detroit Pistons,104,Brooklyn Nets,116,Box Score,,
4 4 2014,7:00 pm,Orlando Magic,80,Charlotte Bobcats,91,Box Score,,
4 4 2014,8:00 pm,Milwaukee Bucks,90,Chicago Bulls,102,Box Score,,
4 4 2014,10:30 pm,Sacramento Kings,69,Golden State Warriors,102,Box Score,,
4 4 2014,9:30 pm,Oklahoma City Thunder,107,Houston Rockets,111,Box Score,,
4 4 2014,10:30 pm,Dallas Mavericks,107,Los Angeles Lakers,95,Box Score,,
4 4 2014,7:00 pm,Denver Nuggets,92,Memphis Grizzlies,100,Box Score,,
4 4 2014,7:30 pm,Minnesota Timberwolves,122,Miami Heat,121,Box Score,2OT,
4 4 2014,7:30 pm,Washington Wizards,90,New York Knicks,89,Box Score,,
4 4 2014,10:00 pm,Phoenix Suns,109,Portland Trail Blazers,93,Box Score,,
4 4 2014,7:00 pm,Indiana Pacers,94,Toronto Raptors,102,Box Score,,
4 4 2014,9:00 pm,New Orleans Pelicans,96,Utah Jazz,100,Box Score,,
4 5 2014,7:30 pm,Charlotte Bobcats,96,Cleveland Cavaliers,94,Box Score,OT,
4 5 2014,7:30 pm,Boston Celtics,111,Detroit Pistons,115,Box Score,,
4 5 2014,8:30 pm,Toronto Raptors,102,Milwaukee Bucks,98,Box Score,,
4 5 2014,7:00 pm,Minnesota Timberwolves,92,Orlando Magic,100,Box Score,,
4 5 2014,7:30 pm,Brooklyn Nets,105,Philadelphia 76ers,101,Box Score,,
4 5 2014,7:00 pm,Chicago Bulls,96,Washington Wizards,78,Box Score,,
4 6 2014,9:00 pm,Utah Jazz,102,Golden State Warriors,130,Box Score,,
4 6 2014,7:00 pm,Denver Nuggets,125,Houston Rockets,130,Box Score,OT,
4 6 2014,6:00 pm,Atlanta Hawks,107,Indiana Pacers,88,Box Score,,
4 6 2014,3:30 pm,Los Angeles Lakers,97,Los Angeles Clippers,120,Box Score,,
4 6 2014,1:00 pm,New York Knicks,91,Miami Heat,102,Box Score,,
4 6 2014,9:00 pm,Oklahoma City Thunder,115,Phoenix Suns,122,Box Score,,
4 6 2014,9:00 pm,New Orleans Pelicans,94,Portland Trail Blazers,100,Box Score,,
4 6 2014,6:00 pm,Dallas Mavericks,93,Sacramento Kings,91,Box Score,,
4 6 2014,7:00 pm,Memphis Grizzlies,92,San Antonio Spurs,112,Box Score,,
4 8 2014,7:30 pm,Detroit Pistons,102,Atlanta Hawks,95,Box Score,,
4 8 2014,10:30 pm,Houston Rockets,145,Los Angeles Lakers,130,Box Score,,
4 8 2014,8:00 pm,Brooklyn Nets,88,Miami Heat,87,Box Score,,
4 8 2014,8:00 pm,San Antonio Spurs,91,Minnesota Timberwolves,110,Box Score,,
4 8 2014,10:00 pm,Oklahoma City Thunder,107,Sacramento Kings,92,Box Score,,
4 8 2014,9:00 pm,Dallas Mavericks,95,Utah Jazz,83,Box Score,,
4 9 2014,7:30 pm,Boston Celtics,97,Atlanta Hawks,105,Box Score,,
4 9 2014,7:00 pm,Detroit Pistons,100,Cleveland Cavaliers,122,Box Score,,
4 9 2014,9:00 pm,Houston Rockets,116,Denver Nuggets,123,Box Score,,
4 9 2014,10:30 pm,Oklahoma City Thunder,107,Los Angeles Clippers,101,Box Score,,
4 9 2014,8:00 pm,Miami Heat,102,Memphis Grizzlies,107,Box Score,,
4 9 2014,8:00 pm,Indiana Pacers,104,Milwaukee Bucks,102,Box Score,,
4 9 2014,8:00 pm,Chicago Bulls,102,Minnesota Timberwolves,87,Box Score,,
4 9 2014,8:00 pm,Phoenix Suns,94,New Orleans Pelicans,88,Box Score,,
4 9 2014,7:00 pm,Brooklyn Nets,111,Orlando Magic,115,Box Score,,
4 9 2014,10:00 pm,Sacramento Kings,99,Portland Trail Blazers,100,Box Score,,
4 9 2014,7:00 pm,Philadelphia 76ers,114,Toronto Raptors,125,Box Score,,
4 9 2014,7:00 pm,Charlotte Bobcats,94,Washington Wizards,88,Box Score,OT,
4 10 2014,8:00 pm,San Antonio Spurs,109,Dallas Mavericks,100,Box Score,,
4 10 2014,10:30 pm,Denver Nuggets,100,Golden State Warriors,99,Box Score,,
4 11 2014,7:30 pm,Charlotte Bobcats,103,Boston Celtics,106,Box Score,,
4 11 2014,7:30 pm,Atlanta Hawks,93,Brooklyn Nets,88,Box Score,,
4 11 2014,8:00 pm,Detroit Pistons,98,Chicago Bulls,106,Box Score,,
4 11 2014,10:30 pm,Golden State Warriors,112,Los Angeles Lakers,95,Box Score,,
4 11 2014,8:00 pm,Philadelphia 76ers,95,Memphis Grizzlies,117,Box Score,,
4 11 2014,7:30 pm,Indiana Pacers,86,Miami Heat,98,Box Score,,
4 11 2014,8:30 pm,Cleveland Cavaliers,116,Milwaukee Bucks,119,Box Score,,
4 11 2014,8:00 pm,Houston Rockets,110,Minnesota Timberwolves,112,Box Score,,
4 11 2014,8:00 pm,New Orleans Pelicans,94,Oklahoma City Thunder,116,Box Score,,
4 11 2014,7:00 pm,Washington Wizards,96,Orlando Magic,86,Box Score,,
4 11 2014,8:30 pm,Phoenix Suns,104,San Antonio Spurs,112,Box Score,,
4 11 2014,7:00 pm,New York Knicks,108,Toronto Raptors,100,Box Score,,
4 11 2014,9:00 pm,Portland Trail Blazers,111,Utah Jazz,99,Box Score,,
4 12 2014,7:30 pm,Miami Heat,85,Atlanta Hawks,98,Box Score,,
4 12 2014,7:00 pm,Philadelphia 76ers,105,Charlotte Bobcats,111,Box Score,,
4 12 2014,7:30 pm,Boston Celtics,111,Cleveland Cavaliers,99,Box Score,,
4 12 2014,8:30 pm,Phoenix Suns,98,Dallas Mavericks,101,Box Score,,
4 12 2014,9:00 pm,Utah Jazz,94,Denver Nuggets,101,Box Score,,
4 12 2014,8:00 pm,New Orleans Pelicans,104,Houston Rockets,111,Box Score,,
4 12 2014,3:30 pm,Sacramento Kings,101,Los Angeles Clippers,117,Box Score,,
4 12 2014,7:00 pm,Milwaukee Bucks,91,Washington Wizards,104,Box Score,,
4 13 2014,6:00 pm,Orlando Magic,88,Brooklyn Nets,97,Box Score,,
4 13 2014,3:30 pm,Toronto Raptors,116,Detroit Pistons,107,Box Score,,
4 13 2014,1:00 pm,Oklahoma City Thunder,97,Indiana Pacers,102,Box Score,,
4 13 2014,9:30 pm,Memphis Grizzlies,102,Los Angeles Lakers,90,Box Score,,
4 13 2014,7:30 pm,Chicago Bulls,89,New York Knicks,100,Box Score,,
4 13 2014,9:00 pm,Golden State Warriors,117,Portland Trail Blazers,119,Box Score,OT,
4 13 2014,9:00 pm,Minnesota Timberwolves,103,Sacramento Kings,106,Box Score,,
4 14 2014,7:30 pm,Charlotte Bobcats,95,Atlanta Hawks,93,Box Score,,
4 14 2014,8:00 pm,Orlando Magic,95,Chicago Bulls,108,Box Score,,
4 14 2014,10:30 pm,Minnesota Timberwolves,120,Golden State Warriors,130,Box Score,,
4 14 2014,8:00 pm,San Antonio Spurs,98,Houston Rockets,104,Box Score,,
4 14 2014,8:00 pm,Oklahoma City Thunder,89,New Orleans Pelicans,101,Box Score,,
4 14 2014,7:00 pm,Boston Celtics,108,Philadelphia 76ers,113,Box Score,,
4 14 2014,10:00 pm,Memphis Grizzlies,97,Phoenix Suns,91,Box Score,,
4 14 2014,7:00 pm,Milwaukee Bucks,100,Toronto Raptors,110,Box Score,,
4 14 2014,9:00 pm,Los Angeles Lakers,119,Utah Jazz,104,Box Score,,
4 14 2014,7:00 pm,Miami Heat,93,Washington Wizards,114,Box Score,,
4 15 2014,8:00 pm,New York Knicks,109,Brooklyn Nets,98,Box Score,,
4 15 2014,10:30 pm,Denver Nuggets,105,Los Angeles Clippers,117,Box Score,,
4 16 2014,8:00 pm,Washington Wizards,118,Boston Celtics,102,Box Score,,
4 16 2014,7:00 pm,Chicago Bulls,86,Charlotte Bobcats,91,Box Score,OT,
4 16 2014,8:00 pm,Brooklyn Nets,85,Cleveland Cavaliers,114,Box Score,,
4 16 2014,10:30 pm,Golden State Warriors,116,Denver Nuggets,112,Box Score,,
4 16 2014,8:00 pm,Dallas Mavericks,105,Memphis Grizzlies,106,Box Score,OT,
4 16 2014,8:00 pm,Philadelphia 76ers,100,Miami Heat,87,Box Score,,
4 16 2014,8:00 pm,Atlanta Hawks,111,Milwaukee Bucks,103,Box Score,,
4 16 2014,8:00 pm,Utah Jazz,136,Minnesota Timberwolves,130,Box Score,2OT,
4 16 2014,8:00 pm,Houston Rockets,100,New Orleans Pelicans,105,Box Score,,
4 16 2014,8:00 pm,Toronto Raptors,92,New York Knicks,95,Box Score,,
4 16 2014,8:00 pm,Detroit Pistons,111,Oklahoma City Thunder,112,Box Score,,
4 16 2014,7:00 pm,Indiana Pacers,101,Orlando Magic,86,Box Score,,
4 16 2014,10:30 pm,Los Angeles Clippers,104,Portland Trail Blazers,110,Box Score,,
4 16 2014,10:30 pm,Phoenix Suns,104,Sacramento Kings,99,Box Score,,
4 16 2014,8:00 pm,Los Angeles Lakers,113,San Antonio Spurs,100,Box Score,,
4 19 2014,7:00 pm,Atlanta Hawks,101,Indiana Pacers,93,Box Score,,
4 19 2014,3:30 pm,Golden State Warriors,109,Los Angeles Clippers,105,Box Score,,
4 19 2014,9:43 pm,Memphis Grizzlies,86,Oklahoma City Thunder,100,Box Score,,
4 19 2014,12:30 am,Brooklyn Nets,94,Toronto Raptors,87,Box Score,,
4 20 2014,7:00 pm,Washington Wizards,102,Chicago Bulls,93,Box Score,,
4 20 2014,9:30 pm,Portland Trail Blazers,122,Houston Rockets,120,Box Score,OT,
4 20 2014,3:30 pm,Charlotte Bobcats,88,Miami Heat,99,Box Score,,
4 20 2014,1:00 pm,Dallas Mavericks,85,San Antonio Spurs,90,Box Score,,
4 21 2014,10:30 pm,Golden State Warriors,98,Los Angeles Clippers,138,Box Score,,
4 21 2014,8:00 pm,Memphis Grizzlies,111,Oklahoma City Thunder,105,Box Score,OT,
4 22 2014,9:30 pm,Washington Wizards,101,Chicago Bulls,99,Box Score,OT,
4 22 2014,7:00 pm,Atlanta Hawks,85,Indiana Pacers,101,Box Score,,
4 22 2014,7:30 pm,Brooklyn Nets,95,Toronto Raptors,100,Box Score,,
4 23 2014,9:30 pm,Portland Trail Blazers,112,Houston Rockets,105,Box Score,,
4 23 2014,7:00 pm,Charlotte Bobcats,97,Miami Heat,101,Box Score,,
4 23 2014,8:00 pm,Dallas Mavericks,113,San Antonio Spurs,92,Box Score,,
4 24 2014,7:00 pm,Indiana Pacers,85,Atlanta Hawks,98,Box Score,,
4 24 2014,10:30 pm,Los Angeles Clippers,98,Golden State Warriors,96,Box Score,,
4 24 2014,8:00 pm,Oklahoma City Thunder,95,Memphis Grizzlies,98,Box Score,OT,
4 25 2014,7:00 pm,Toronto Raptors,98,Brooklyn Nets,102,Box Score,,
4 25 2014,10:30 pm,Houston Rockets,121,Portland Trail Blazers,116,Box Score,OT,
4 25 2014,8:00 pm,Chicago Bulls,100,Washington Wizards,97,Box Score,,
4 26 2014,2:00 pm,Indiana Pacers,91,Atlanta Hawks,88,Box Score,,
